,susceptible,exposed,infectious,recovered
320,209041.21312464034,2.102459051192279,3.2695829157068372,801558.7070297707
321,209074.26853218692,1.9573374142915392,3.043710951927504,801559.339822991
322,209107.3430925013,1.8222475060676315,2.833465687025727,801559.9289034036
323,209140.4355586921,1.696494853807265,2.6377644406562473,801560.477295089
324,209173.5447701225,1.5794331539740025,2.4555996394841406,801560.9878125972
325,209206.66964642314,1.4704608893497306,2.2860336194390185,801561.463075515
326,209239.80918193742,1.3690182189708178,2.128193777330319,801561.9055219794
327,209272.96244056537,1.274584090984864,1.9812680717460753,801562.3174212198
328,209306.12855089773,1.186673599821382,1.8445006968177433,801562.7008853933
329,209339.30670177244,1.1048354381408052,1.717188267388302,801563.0578803904
330,209372.49613811236,1.028649549272067,1.5986762069954774,801563.3902359578
331,209405.69615702392,0.9577249573309424,1.4883553333862876,801563.6996551835
332,209438.9061041959,0.8916977762065167,1.3856586961529855,801563.9877232512
333,209472.1253705139,0.8302293750018288,1.2900585670455138,801564.2559156708
334,209505.35338895896,0.7730045283788914,1.2010638524327228,801564.5056058165
335,209538.5896316921,0.7197298252882889,1.1182175147792888,801564.738072012
336,209571.83360733304,0.6701322054915905,1.041094145134801,801564.954504143
337,209605.08485843864,0.6239575031744736,0.9692978140016232,801565.1560097842
338,209638.34295917282,0.5809691229808356,0.9024600647869395,801565.3436198599
339,209671.6075130935,0.5409468794382338,0.8402379118332033,801565.5182940195
340,209704.87815113846,0.5036858134890673,0.7823121456844082,801565.6809255299
341,209738.15452973254,0.46899513723219827,0.7283856845510789,801565.8323458724
342,209771.43632901428,0.43669728193723845,0.6781819937242326,801565.973329048
343,209804.72325120415,0.4066269563032549,0.6314436969287256,801566.1045955401
344,209838.01501907682,0.37863030192241653,0.5879312398840572,801566.2268160228
345,209871.31137453936,0.3525641075342211,0.5474216466508093,801566.3406148124
346,209904.6120773111,0.32829506401418174,0.5097073808004048,801566.4465730718
347,209937.91690369323,0.3056990832457901,0.4745952709554823,801566.545231795
348,209971.22564541662,0.28466065595258716,0.4419055094254833,801566.6370946047
349,210004.53810858403,0.26507226025821595,0.41147073511174403,801566.7226303173
350,210037.8541126736,0.2468338076950281,0.38313516648271523,801566.8022753609
351,210071.17348961486,0.2298521287212899,0.35675379903143534,801566.8764360162
352,210104.4960829293,0.21404049355546878,0.3321916594901509,801566.9454905008
353,210137.8217469297,0.1993181661045069,0.3093231106800439,801567.0097909119
354,210171.1503459779,0.18560999137317696,0.28803120715844654,801567.069665024
355,210204.4817537794,0.17284600242554596,0.26820708310265307,801567.1254180007
356,210237.81585274587,0.16096106549597047,0.24974939952821945,801567.1773339395
357,210271.15253341984,0.149894559942697,0.23256384526444085,801567.2256772657
358,210304.49169386525,0.13959003926995842,0.2165626083813964,801567.2706942102
359,210337.83323917986,0.129994959870171,0.2016639534879621,801567.3126139904
360,210371.17708099968,0.12106040525299504,0.1877917923098412,801567.3516500113
361,210404.52313705126,0.11274083713619121,0.1748752959457825,801567.3880009499
362,210437.87133073213,0.10499386214443951,0.162848531164092,801567.4218517713
363,210471.22159071674,0.09778001303969956,0.15165011896916078,801567.4533746837
364,210504.57385059388,0.09106254689709095,0.14122292095192207,801567.482730016
